ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0019229,regulation of vasoconstriction,13/1296,69/18888,0.000735259454026946,0.00844629297813455,0.00612716211689122,LEP/ARHGAP42/CYSLTR1/BMPR2/DOCK5/ADRA2C/ITGA9/TBXAS1/AGTR1/ATP2B1/FGG/EDN1/F2R,13
BP,GO:0042476,odontogenesis,20/1296,133/18888,0.000737205436411593,0.00845104111512167,0.00613060653980535,INHBA/SERPINE1/AQP1/FGF10/ITGB6/BMP4/CSF1/COL1A2/RSPO2/ODAPH/CNNM4/ANKH/COL1A1/FAM20A/WLS/LAMB1/LEF1/PDGFRA/SNX10/EDN1,20
BP,GO:0014074,response to purine-containing compound,21/1296,143/18888,0.000756098439012457,0.00864964064878567,0.00627467584242703,PKD2/TLR7/ENPP1/CDO1/AQP1/P2RY2/PIK3CG/P2RY1/BCKDHB/SLC8A1/COL1A1/TMEM38B/ASS1/PDE3A/ABCC9/CPS1/AKAP6/NT5E/P2RY12/SLC26A6/STC1,21
BP,GO:0007249,canonical NF-kappaB signal transduction,37/1296,311/18888,0.00076535015518523,0.00872664762000719,0.00633053871600086,SLC20A1/GAPDH/PRKCE/TLR7/ECM1/NEK6/TRAF3/CARD16/ZMYND11/HMOX1/CX3CR1/MIR365A/S100A12/TNFSF10/CD4/PRKD1/LTF/GJA1/VEGFA/ANGPT1/CLEC4D/BCL3/ARRB2/TRIM68/CCR7/WLS/LURAP1L/TLR4/CASP1/IRAK1BP1/LPAR1/PELI1/TGFB1/PARP1/PRL/EDN1/F2R,37
BP,GO:0050729,positive regulation of inflammatory response,22/1296,153/18888,0.000765995184636104,0.00872664762000719,0.00633053871600086,CD28/TLR7/SERPINE1/PIK3CG/IDO1/CTSC/S100A12/CASP4/FABP4/CEBPA/CCR7/AGTR1/TLR4/CASP1/OSMR/NAIP/TGFB1/S100A8/MIR181B1/MMP8/IL33/LDLR,22
BP,GO:0044409,symbiont entry into host,23/1296,163/18888,0.000768123111594414,0.00873284708728165,0.0063350359719127,NECTIN4/SCARB1/ITGA5/SLAMF1/NPC1/PIKFYVE/CLDN1/TYRO3/JPT2/MRC1/ITGB6/FURIN/LRRC15/CD4/TRIM68/AGTR1/CXCL8/CR1/LY6E/FCN3/CLDN6/LDLR/ANPEP,23
BP,GO:0050769,positive regulation of neurogenesis,31/1296,246/18888,0.00077066757776682,0.0087437469625643,0.00634294302688741,MME/NTRK2/NEURL1/KIT/CYSLTR1/SLIT2/LYN/TRAK1/BMPR2/FN1/WNT2/GPER1/PTPRD/PARP6/ASPA/CX3CR1/NIN/CAPRIN2/VEGFC/L1CAM/LIG4/HAPLN1/MIR221/PLAG1/VEGFA/SKIL/TGFB1/LRP8/CDKL5/IL33/SEMA5A,31
BP,GO:0046323,glucose import,14/1296,78/18888,0.00077516967921526,0.00875338315262613,0.0063499333715097,LEP/HK2/PIK3R1/SLC25A27/SLC2A14/SLC2A1/IGF1/ENPP1/PID1/SLC2A3/NFE2L2/SGCB/MIR223/SLC1A2,14
BP,GO:0031102,neuron projection regeneration,12/1296,61/18888,0.000778798158232866,0.00875338315262613,0.0063499333715097,KIAA0319/MATN2/LAMB2/KLF4/TNR/STK24/INPP5F/MIR221/GAP43/PRRX1/SPP1/NREP,12
BP,GO:0086002,cardiac muscle cell action potential involved in contraction,12/1296,61/18888,0.000778798158232866,0.00875338315262613,0.0063499333715097,SCN9A/DSP/ATP1A1/JUP/NEDD4L/KCNJ5/SCN11A/SCN7A/GJA1/CACNA2D1/GJC1/FGF12,12
BP,GO:0008038,neuron recognition,10/1296,45/18888,0.000779454321352816,0.00875338315262613,0.0063499333715097,PALLD/EPHB3/NRCAM/EPHA3/GAP43/CNTN6/EMB/CNTN4/NEXN/SEMA5A,10
BP,GO:1900744,regulation of p38MAPK cascade,10/1296,45/18888,0.000779454321352816,0.00875338315262613,0.0063499333715097,SASH1/LEP/DUSP1/OPRK1/RELL1/BMP4/VEGFA/XDH/MIR181A2/MIR181B1,10
BP,GO:0071774,response to fibroblast growth factor,19/1296,124/18888,0.000783563733778935,0.00878164721149806,0.00637043685999134,NOG/APLN/GALNT3/GCLM/SFRP1/POSTN/KL/ELK1/FGF10/GATA3/FLRT3/FGF7/COL1A1/SULF2/CXCL8/SPRY4/CPS1/CCL2/FGF9,19
BP,GO:1903706,regulation of hemopoiesis,47/1296,424/18888,0.000787900128305739,0.00881233530928569,0.00639269880978287,FSTL3/INHA/INHBA/BCL6/TSC22D1/SOD1/PIK3R1/NEDD9/CD28/SFRP1/HMGB3/BAD/ASCL2/LYN/MMP14/NCKAP1L/TMEM176B/GATA3/SH3RF1/TMEM176A/KITLG/BMP4/JUNB/UBASH3B/PRKCA/CSF1/VSIR/MEF2C/CD4/CEBPA/MIR223/TGFBR2/MIR221/LTF/MEIS1/SNAI2/TMEM178A/PNP/NOTCH2/CR1/TLR4/VNN1/IL2RG/LEF1/TGFB1/FGL2/LOX,47
BP,GO:0010749,regulation of nitric oxide mediated signal transduction,5/1296,12/18888,0.000794891313906476,0.00885460748460669,0.00642336415277961,PDE5A/GUCY1A2/GUCY1A1/VEGFA/SPINK1,5
BP,GO:0045906,negative regulation of vasoconstriction,5/1296,12/18888,0.000794891313906476,0.00885460748460669,0.00642336415277961,LEP/ARHGAP42/BMPR2/DOCK5/ITGA9,5
BP,GO:0038084,vascular endothelial growth factor signaling pathway,11/1296,53/18888,0.00079821397860144,0.00886706485855498,0.00643240105807398,FLT1/PIK3CB/ADGRA2/VEGFC/SEMA6A/ADAMTS3/PRKD1/VEGFA/XDH/NRP2/PDGFRA,11
BP,GO:0050777,negative regulation of immune response,26/1296,194/18888,0.000799225831465692,0.00886706485855498,0.00643240105807398,BCL6/KLRD1/GPR17/SERPINB9/SLAMF1/ASCL2/LYN/USP18/NCKAP1L/OAS3/TYRO3/FURIN/SMIM30/VSIG4/SERPING1/ARRB2/HCK/COL3A1/CR1/OAS1/TGFB1/MIR181B1/PARP1/FGL2/IL33/ARG2,26
BP,GO:0019362,pyridine nucleotide metabolic process,23/1296,164/18888,0.000836731658228482,0.00924596866427225,0.00670726780143072,LDHA/HK2/GALK1/PKM/TKT/ALDOA/GAPDH/IGF1/NOCT/IDO1/PFKP/SLC4A4/FMO1/COL6A1/PTGIS/NNT/DDIT4/NMNAT2/IDH1/ZBTB20/PGD/LDHB/KMO,23
BP,GO:0046496,nicotinamide nucleotide metabolic process,23/1296,164/18888,0.000836731658228482,0.00924596866427225,0.00670726780143072,LDHA/HK2/GALK1/PKM/TKT/ALDOA/GAPDH/IGF1/NOCT/IDO1/PFKP/SLC4A4/FMO1/COL6A1/PTGIS/NNT/DDIT4/NMNAT2/IDH1/ZBTB20/PGD/LDHB/KMO,23
BP,GO:0050922,negative regulation of chemotaxis,13/1296,70/18888,0.000847196017894517,0.00934287768534074,0.00677756814315614,SEMA4C/SEMA3D/DUSP1/MIF/C5/SLIT2/AIF1/ST6GAL1/SEMA6A/MIR223/SEMA6D/CCL2/SEMA5A,13
BP,GO:0032526,response to retinoic acid,17/1296,106/18888,0.000860509579832981,0.00947075813013784,0.00687033596673039,LEP/AQP1/LYN/KLF4/WNT2/BMP6/CYP26A1/ACER2/HSD17B2/EPHA3/COL1A1/ABCA1/FZD10/TRIML2/CTSH/RORB/ALDH1A2,17
BP,GO:0071711,basement membrane organization,9/1296,38/18888,0.000869090135824323,0.00954614145206239,0.00692502100258425,LAMA2/LAMC1/LAMB2/POMGNT1/PRICKLE1/COL6A1/COL3A1/HMCN1/LAMB1,9
BP,GO:0048863,stem cell differentiation,31/1296,248/18888,0.000882277357304804,0.00967172435025584,0.00701612212568432,EFNB1/SEMA4C/SEMA3D/NOG/SOX5/KDM3A/SFRP1/KIT/FRZB/NFE2L2/CITED2/FN1/KITLG/BMP4/RDH10/PRICKLE1/SEMA6A/MEF2C/TGFBR2/SEMA6D/LBH/SNAI2/TBX5/MYOCD/EPCAM/NRP2/PDGFRA/ALDH1A2/EDN1/TACSTD2/SEMA5A,31
BP,GO:0045862,positive regulation of proteolysis,39/1296,336/18888,0.000901705615816055,0.00986508882065422,0.0071563937763179,PRSS22/EGLN3/ADAM9/BAD/SPON1/EFNA1/LYN/MMP14/PMAIP1/NFE2L2/PSMC5/RNF180/SNX9/GPER1/SH3RF1/SNX33/NLRP2/CTSC/ACER2/FURIN/PRICKLE1/VSIR/TNFSF10/HERPUD1/CEBPA/AIFM1/UACA/WFS1/CR1/RGN/CASP1/XDH/BAG2/S100A8/LAPTM5/CTSV/CTSH/IL33/F2R,39
BP,GO:0001763,morphogenesis of a branching structure,27/1296,206/18888,0.000903906722547105,0.00986958746163314,0.0071596572082939,NPNT/ENG/PKD2/NOG/SFRP1/SLIT2/MMP14/GREB1L/FGF10/WNT2/BMP4/RDH10/TCF21/DDR1/CSF1/VDR/CTSZ/PBX1/RSPO2/TGFBR2/FGF7/VEGFA/SNAI2/LEF1/CTSH/EDN1/TACSTD2,27
BP,GO:0060048,cardiac muscle contraction,21/1296,145/18888,0.000908349002834076,0.00989849091230651,0.00718062452833262,CALM1/SCN9A/DSP/PDE5A/ATP1A1/PIK3CG/JUP/NEDD4L/KCNJ5/SCN11A/SCN7A/SLC8A1/GJA1/CACNA2D1/TMEM38B/ABCC9/GJC1/TPM1/ATP1B1/FGF12/STC1,21
BP,GO:0001516,prostaglandin biosynthetic process,8/1296,31/18888,0.000913197010296824,0.00991214235192261,0.00719052764013247,MIF/HPGDS/PTGES/TBXAS1/PTGIS/PLA2G10/CBR1/EDN1,8
BP,GO:0046457,prostanoid biosynthetic process,8/1296,31/18888,0.000913197010296824,0.00991214235192261,0.00719052764013247,MIF/HPGDS/PTGES/TBXAS1/PTGIS/PLA2G10/CBR1/EDN1,8
BP,GO:0044344,cellular response to fibroblast growth factor stimulus,18/1296,116/18888,0.000915847449174705,0.00992138081483168,0.00719722946306252,NOG/APLN/GALNT3/GCLM/SFRP1/POSTN/KL/FGF10/GATA3/FLRT3/FGF7/COL1A1/SULF2/CXCL8/SPRY4/CPS1/CCL2/FGF9,18
BP,GO:0032274,gonadotropin secretion,6/1296,18/18888,0.000933969863256997,0.010095551072945,0.00732357712944865,LEP/INHA/INHBA/OPRK1/CRH/GJA1,6
BP,GO:0061383,trabecula morphogenesis,10/1296,46/18888,0.000935586978287065,0.010095551072945,0.00732357712944865,ENG/NOG/FBN2/FHL2/SFRP1/EGLN1/HEY1/BMP5/COL1A1/HEG1,10
BP,GO:0070169,positive regulation of biomineral tissue development,11/1296,54/18888,0.000941210185509247,0.0101363925056601,0.00735320457429099,FBN2/KL/BMPR2/BMP6/BMP4/MEF2C/VDR/ODAPH/LTF/SLC8A1/ATP2B1,11
BP,GO:0072089,stem cell proliferation,19/1296,126/18888,0.000955405155770432,0.0102466340264776,0.0074331766604843,TSC22D1/FGF10/KITLG/VEGFC/MIR320A/CEBPA/PBX1/TGFBR2/LIG4/MIR221/GJA1/SNAI2/RARB/PRRX1/ABCB1/EPCAM/TGFB1/MIR181A2/FGF9,19
BP,GO:0009636,response to toxic substance,32/1296,260/18888,0.000957021495037354,0.0102466340264776,0.0074331766604843,SOD1/SCN9A/ABCG2/DNMT3A/GPX3/TXNRD1/LYN/NFE2L2/CLDN1/GSTK1/GABRB1/CP/COL6A1/SCN11A/SRXN1/PTGES/MT1F/AIFM1/PRDX6/NNT/SLC11A1/ASS1/CPS1/GSR/ABCB1/MT1X/FBLN5/CAT/PTPN13/MAOB/GPX7/GSTM3,32
BP,GO:0010001,glial cell differentiation,32/1296,260/18888,0.000957021495037354,0.0102466340264776,0.0074331766604843,NDRG1/NTRK2/NOG/SOD1/GPR17/GPR157/LAMA2/PLPP3/PLEC/SH3TC2/NFIA/LYN/LAMB2/FGF10/LAMC3/ZEB2/ASPA/VTN/COL6A1/HAPLN1/B4GALT6/GAP43/NCMAP/TLR4/LPAR1/LEF1/TGFB1/S100A8/MIR181B1/IL33/NDP/LDLR,32
BP,GO:0006816,calcium ion transport,47/1296,428/18888,0.000962087162411051,0.0102809081657646,0.00745804001869032,ERO1A/TRPV6/CALM1/PKD2/ANXA6/JPH2/PRKCE/CRH/AHNAK/PKD1L2/CYSLTR1/PLCE1/LYN/JPH1/PIK3CG/ITPR1/GPER1/STC2/RGS4/UBASH3B/MYLK/ITPR3/VDR/CD4/CORO1A/PRKD1/SLC8A1/CACNA2D1/XCR1/WFS1/TRPC6/CASK/TMEM38B/CD84/CCR7/SPINK1/PLCB1/CCL8/AKAP6/ATP2B1/CCL2/ATP1B1/STC1/CALCRL/ATP2C2/EDN1/F2R,47
BP,GO:0048662,negative regulation of smooth muscle cell proliferation,13/1296,71/18888,0.000973081116277262,0.0103782771279552,0.00752867401375058,APLN/PRKG1/KLF4/BMPR2/AIF1/GPER1/HMOX1/BMP4/MEF2C/MIR223/NDRG2/MYOCD/TPM1,13
BP,GO:0045667,regulation of osteoblast differentiation,22/1296,156/18888,0.000996397290290252,0.0105860012690953,0.00767936254558961,NPNT/LIMD1/NOG/FBN2/SFRP1/IGF1/NOCT/BMPR2/BMP6/BMP4/VEGFC/MEF2C/MIR320A/CEBPA/DDR2/PRKD1/LTF/SNAI2/RANBP3L/TWSG1/BAMBI/RORB,22
BP,GO:0046718,symbiont entry into host cell,22/1296,156/18888,0.000996397290290252,0.0105860012690953,0.00767936254558961,NECTIN4/SCARB1/ITGA5/SLAMF1/NPC1/PIKFYVE/CLDN1/TYRO3/JPT2/MRC1/ITGB6/FURIN/LRRC15/CD4/TRIM68/AGTR1/CR1/LY6E/FCN3/CLDN6/LDLR/ANPEP,22
BP,GO:2000106,regulation of leukocyte apoptotic process,15/1296,89/18888,0.00100868164081962,0.0106959049374604,0.00775908954476631,PIK3CB/BCL6/HCAR2/MIF/DOCK8/EFNA1/LYN/IDO1/KITLG/BMP4/ST6GAL1/MEF2C/BCL3/CCR7/ARG2,15
BP,GO:0008016,regulation of heart contraction,27/1296,208/18888,0.00104706805852503,0.0110784162730451,0.00803657328476252,CALM1/CYP2J2/DSP/PDE5A/SPX/APLN/ATP1A1/PIK3CG/JUP/RGS4/KCNJ5/TACR3/SLC1A1/SLC8A1/GJA1/CACNA2D1/TMEM38B/TBX5/ABCC9/GJC1/ATP2B1/BVES/TPM1/ATP1B1/DES/STC1/EDN1,27
BP,GO:0045428,regulation of nitric oxide biosynthetic process,12/1296,63/18888,0.00105093272509819,0.0110784162730451,0.00803657328476252,PIK3CB/PKD2/KLF4/CX3CR1/GLA/PTGIS/ASS1/TLR4/RGN/MIR181A2/MIR181B1/EDN1,12
BP,GO:0003014,renal system process,19/1296,127/18888,0.00105279110030389,0.0110784162730451,0.00803657328476252,HSD11B2/ABCG2/SPX/CLCN5/KLHL3/AQP1/KIRREL1/BMP4/SCN11A/WFS1/PRKACB/SULF2/AGTR1/PCSK5/NPR3/HAS2/STC1/EDN1/F2R,19
BP,GO:0003231,cardiac ventricle development,19/1296,127/18888,0.00105279110030389,0.0110784162730451,0.00803657328476252,ENG/NOG/DSP/EGLN1/HEY1/SLIT2/GREB1L/BMPR2/CITED2/GATA3/BMP4/MEF2C/TGFBR2/TBX5/SLIT3/MYOCD/TGFB1/TPM1/HEG1,19
BP,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,24/1296,177/18888,0.00105766747524872,0.0111085303971837,0.00805841885903786,HTRA4/NPNT/ENG/TSC22D1/FBN2/HTRA1/LTBP1/SPRED1/PMEPA1/MTMR4/CITED2/ZEB2/RASL11B/ZNF703/CHST11/MYOCD/TWSG1/BAMBI/SKIL/TGFB1/MIR181A2/LOX/NREP/CDH3,24
BP,GO:0090288,negative regulation of cellular response to growth factor stimulus,20/1296,137/18888,0.00107606893311402,0.0112803119718454,0.00818303371189366,FSTL3/PIK3CB/NOG/HTRA1/APLN/SFRP1/GREM2/SLIT2/GATA3/ADGRA2/SEMA6A/GPR155/CASK/SULF2/SPRY4/TWSG1/XDH/BAMBI/SKIL/CHRDL1,20
BP,GO:2001233,regulation of apoptotic signaling pathway,44/1296,396/18888,0.00108629547006313,0.0113659074419888,0.00824512690750001,PIK3CB/INHBA/NOG/SOD1/GCLM/SFRP1/IGF1/MIF/BAD/CSNK2A2/SERPINE1/BMP5/GRINA/ZMYND11/PMAIP1/FGF10/NFE2L2/SLC25A5/SRPX/GPER1/SH3RF1/HMOX1/CX3CR1/CTSC/BMP4/HYOU1/SLC35F6/FXN/TCF7L2/TNFSF10/HERPUD1/MIR221/SNAI2/WFS1/TAF9B/MUC1/TLR4/VNN1/FGG/SKIL/S100A8/CTSV/PARP1/CTSH,44
BP,GO:0006835,dicarboxylic acid transport,16/1296,99/18888,0.00110883122989934,0.0115716206686746,0.00839435666933228,NTRK2/ABAT/LRRC8A/FOLR2/SLC16A1/SLC1A6/SLC26A2/PRKG1/SLC1A1/ABCC2/GJA1/SLC1A2/SLC38A6/SLC26A6/SLC1A3/KMO,16
BP,GO:1903053,regulation of extracellular matrix organization,13/1296,72/18888,0.00111424099547778,0.0115716206686746,0.00839435666933228,LAMA2/LAMC1/LAMB2/PDPN/MAD2L2/DDR1/COL6A1/DDR2/FAP/ANTXR1/LAMB1/HAS2/TGFB1,13
BP,GO:0045933,positive regulation of muscle contraction,10/1296,47/18888,0.00111644943702119,0.0115716206686746,0.00839435666933228,NPNT/ABAT/SPX/KIT/ATP1A1/GPER1/TACR3/MYOCD/EDN1/F2R,10
BP,GO:0050919,negative chemotaxis,10/1296,47/18888,0.00111644943702119,0.0115716206686746,0.00839435666933228,SEMA4C/SEMA3D/SLIT2/UNC5C/FLRT3/SEMA6A/SEMA6D/SLIT3/NRP2/SEMA5A,10
BP,GO:0140353,lipid export from cell,10/1296,47/18888,0.00111644943702119,0.0115716206686746,0.00839435666933228,LEP/INHBA/CRH/MIF/BMP6/PTGES/PLA2G10/AGTR1/SPP1/EDN1,10
BP,GO:0009259,ribonucleotide metabolic process,50/1296,466/18888,0.00112388827821696,0.0116268667281206,0.00843443360763194,RFK/LDHA/HK2/PDE7B/GALK1/PKM/AK4/PDE5A/ALDOA/GAPDH/IGF1/ACSS1/ENPP1/BAD/ADCY7/ACSF2/GUCY1A2/PID1/GUCY1A1/PFKP/SLC4A4/PDK1/GUCY1B1/FAR2/COL6A1/SLC27A2/MPP1/ACOT4/COASY/DPYD/ACACA/AADAT/TECR/DDIT4/CASK/PNP/PAPSS2/ADCY3/SULT1B1/VNN1/ACSM3/ZBTB20/PDK2/XDH/TGFB1/ELOVL2/NT5E/ATP1B1/PARP1/PIPOX,50
BP,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,7/1296,25/18888,0.00112994554830416,0.0116458313146713,0.00844819101535819,CALM1/ATP1A1/SLC8A1/GJA1/TBX5/GJC1/ATP1B1,7
BP,GO:1905523,positive regulation of macrophage migration,7/1296,25/18888,0.00112994554830416,0.0116458313146713,0.00844819101535819,SLAMF1/MMP14/CX3CR1/CSF1/C3AR1/CMKLR1/P2RY12,7
BP,GO:0071356,cellular response to tumor necrosis factor,30/1296,241/18888,0.00113216837094948,0.0116469708907004,0.00844901769365283,NPNT/ASAH1/SFRP1/POSTN/TRAF3/CARD16/PID1/NFE2L2/CLDN1/GATA3/GPER1/CX3CR1/NSMAF/CASP4/FABP4/CEBPA/CCDC3/COL1A1/ASS1/CXCL8/CCL8/CASP1/CCL2/HAS2/NAIP/LAPTM5/MIR181B1/MMP8/VCAM1/EDN1,30
BP,GO:0061333,renal tubule morphogenesis,14/1296,81/18888,0.00113947847998299,0.0117003432749092,0.00848773541886772,NPNT/PKD2/NOG/MTSS1/KLHL3/GREB1L/GATA3/BMP4/TCF21/MEF2C/PBX1/VEGFA/LGR5/TACSTD2,14
BP,GO:0010644,cell communication by electrical coupling,8/1296,32/18888,0.0011452209640184,0.0117156742033348,0.00849885687583227,CALM1/ANK3/ATP1A1/SLC8A1/GJA1/TBX5/GJC1/ATP1B1,8
BP,GO:0034694,response to prostaglandin,8/1296,32/18888,0.0011452209640184,0.0117156742033348,0.00849885687583227,GNG2/SFRP1/PRKCE/SCN11A/ACACA/CCR7/PTGFR/EDN1,8
BP,GO:0002761,regulation of myeloid leukocyte differentiation,19/1296,128/18888,0.00115853572938085,0.0118299370589001,0.00858174614356188,FSTL3/INHA/INHBA/PIK3R1/NEDD9/SFRP1/LYN/KITLG/UBASH3B/PRKCA/CSF1/CD4/MIR223/LTF/TMEM178A/NOTCH2/TLR4/LEF1/TGFB1,19
BP,GO:0032760,positive regulation of tumor necrosis factor production,17/1296,109/18888,0.00118492880320119,0.0120651542646319,0.00875237886444097,LEP/PIK3R1/MIF/CYBB/OAS3/SPON2/CD84/TLR4/OAS2/TLR1/ZBTB20/LY96/OAS1/TGFB1/IFIH1/MMP8/IL33,17
BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,21/1296,148/18888,0.00118594733613175,0.0120651542646319,0.00875237886444097,BCL6/PDE5A/VTCN1/ASCL2/KLF4/IDO1/BMP4/LRRC32/VSIR/SDC4/MIR221/VSIG4/PDCD1LG2/ASS1/CCL28/CR1/TWSG1/PELI1/LAPTM5/FGL2/ARG2,21
BP,GO:0003334,keratinocyte development,5/1296,13/18888,0.00121900459938257,0.0123331951577899,0.008946822747762,FLNB/PLEC/ABCA12/FOSL2/PALLD,5
BP,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,5/1296,13/18888,0.00121900459938257,0.0123331951577899,0.008946822747762,GPR34/P2RY2/P2RY1/P2RY13/P2RY12,5
BP,GO:0045986,negative regulation of smooth muscle contraction,5/1296,13/18888,0.00121900459938257,0.0123331951577899,0.008946822747762,SOD1/ARHGAP42/PRKG1/GUCY1A1/DOCK5,5
BP,GO:0072080,nephron tubule development,16/1296,100/18888,0.00123769417621266,0.0124431450384472,0.00902658327054569,NPNT/PKD2/NOG/MTSS1/KLHL3/AQP1/GREB1L/GATA3/BMP4/TCF21/PROM1/MEF2C/PBX1/VEGFA/NOTCH2/TACSTD2,16
BP,GO:0002832,negative regulation of response to biotic stimulus,18/1296,119/18888,0.0012388985538824,0.0124431450384472,0.00902658327054569,KLRD1/SERPINB9/CARD16/USP18/OAS3/TYRO3/SMIM30/LTF/VSIG4/SERPING1/ARRB2/CR1/OAS1/TGFB1/MIR181B1/PARP1/FGL2/ARG2,18
BP,GO:0032609,type II interferon production,18/1296,119/18888,0.0012388985538824,0.0124431450384472,0.00902658327054569,INHA/INHBA/IL12RB2/TLR7/SLAMF1/IL36RN/EBI3/GATA3/VSIR/TXK/BCL3/SLC11A1/PDCD1LG2/CCR7/CR1/TLR4/LAPTM5/IL33,18
BP,GO:0032649,regulation of type II interferon production,18/1296,119/18888,0.0012388985538824,0.0124431450384472,0.00902658327054569,INHA/INHBA/IL12RB2/TLR7/SLAMF1/IL36RN/EBI3/GATA3/VSIR/TXK/BCL3/SLC11A1/PDCD1LG2/CCR7/CR1/TLR4/LAPTM5/IL33,18
BP,GO:0019693,ribose phosphate metabolic process,51/1296,480/18888,0.00124974035772342,0.0125292151499763,0.00908902078344305,RFK/LDHA/HK2/PDE7B/GALK1/PKM/AK4/PDE5A/TKT/ALDOA/GAPDH/IGF1/ACSS1/ENPP1/BAD/ADCY7/ACSF2/GUCY1A2/PID1/GUCY1A1/PFKP/SLC4A4/PDK1/GUCY1B1/FAR2/COL6A1/SLC27A2/MPP1/ACOT4/COASY/DPYD/ACACA/AADAT/TECR/DDIT4/CASK/PNP/PAPSS2/ADCY3/SULT1B1/VNN1/ACSM3/ZBTB20/PDK2/XDH/TGFB1/ELOVL2/NT5E/ATP1B1/PARP1/PIPOX,51
BP,GO:0007369,gastrulation,26/1296,200/18888,0.00125619566098523,0.0125710759975908,0.00911938773854975,INHBA/NOG/DUSP1/APLN/PLPP3/SFRP1/ITGA5/TXNRD1/MMP14/KLF4/BMPR2/FN1/DUSP4/VTN/BMP4/PRICKLE1/COL6A1/TGFBR2/MIR221/GJA1/COL5A2/WLS/TWSG1/LAMB1/LEF1/MMP8,26
BP,GO:0042130,negative regulation of T cell proliferation,13/1296,73/18888,0.00127208258744351,0.0126840205916158,0.00920132070483551,PDE5A/VTCN1/IDO1/BMP4/LRRC32/VSIR/SDC4/VSIG4/PDCD1LG2/CR1/TWSG1/PELI1/ARG2,13
BP,GO:0140962,multicellular organismal-level chemical homeostasis,13/1296,73/18888,0.00127208258744351,0.0126840205916158,0.00920132070483551,AQP1/ABCA12/BMP6/HMOX1/SLC11A2/ITGB6/VEGFA/WFS1/SLC11A1/PRKACB/OAS1/HAS2/CTSH,13
BP,GO:0016202,regulation of striated muscle tissue development,6/1296,19/18888,0.00128637899722404,0.0127731992742127,0.00926601325659247,JPH2/BMP4/GJA1/LEF1/TGFB1/LOX,6
BP,GO:1904044,response to aldosterone,6/1296,19/18888,0.00128637899722404,0.0127731992742127,0.00926601325659247,INHBA/CRH/CYBB/SH3RF1/AIFM1/PARP1,6
BP,GO:0035886,vascular associated smooth muscle cell differentiation,9/1296,40/18888,0.00128797584266635,0.0127731992742127,0.00926601325659247,ENG/KIT/GPER1/SGCB/NFATC2/MIR221/VEGFA/MYOCD/FGF9,9
BP,GO:0031529,ruffle organization,11/1296,56/18888,0.00129095505643408,0.0127797597507676,0.00927077239809038,AIF1L/EPS8L1/AIF1/PLEKHA1/ARHGEF26/CCR7/PLEK/TPM1/P2RY12/SNX10/TACSTD2,11
BP,GO:0043270,positive regulation of monoatomic ion transport,27/1296,211/18888,0.00129860707281856,0.0128180595136376,0.00929855604906611,LEP/CALM1/PKD2/JPH2/ANK3/OPRK1/CRH/P2RY1/GPER1/MYLK/CACNA2D1/NDUFA4/WFS1/TRPC6/CASK/TCAF1/AKAP6/ATP2B1/CCL2/ABCB1/P2RY12/ATP1B1/FGF12/STC1/ATP2C2/EDN1/F2R,27
BP,GO:0030308,negative regulation of cell growth,25/1296,190/18888,0.00129947320785699,0.0128180595136376,0.00929855604906611,INHBA/BCL6/SEMA4C/TRIM40/SEMA3D/SFRP1/ENPP1/KIAA0319/SLIT2/TNR/BMPR2/FRZB/RGS4/CAPRIN2/SEMA6A/CRYAB/SEMA6D/TSPYL2/GJA1/ACVRL1/SLIT3/RERG/TGFB1/SPP1/SEMA5A,25
BP,GO:0009150,purine ribonucleotide metabolic process,48/1296,446/18888,0.00131079171253475,0.0128678583381644,0.00933468142050371,LDHA/HK2/PDE7B/GALK1/PKM/AK4/PDE5A/ALDOA/GAPDH/IGF1/ACSS1/ENPP1/BAD/ADCY7/ACSF2/GUCY1A2/PID1/GUCY1A1/PFKP/SLC4A4/PDK1/GUCY1B1/FAR2/COL6A1/SLC27A2/MPP1/ACOT4/COASY/ACACA/AADAT/TECR/DDIT4/CASK/PNP/PAPSS2/ADCY3/SULT1B1/VNN1/ACSM3/ZBTB20/PDK2/XDH/TGFB1/ELOVL2/NT5E/ATP1B1/PARP1/PIPOX,48
BP,GO:0043087,regulation of GTPase activity,35/1296,298/18888,0.00131193098916741,0.0128678583381644,0.00933468142050371,ARHGAP45/TBC1D22A/SYDE1/NTRK2/SOD1/SFRP1/RASGRF2/ADAP2/DOCK8/ARHGAP42/RALGAPA2/EPHA1/PRKG1/TBC1D9/VAV1/SNX9/BCAR3/CHN1/C9orf72/SRGAP2/EPHB3/TBC1D30/SIPA1L1/FGD6/EPHA3/ARHGEF26/RGL1/CCL8/PREX2/BVES/CCL2/CDKL5/GPR65/SGSM1/F2R,35
BP,GO:0009135,purine nucleoside diphosphate metabolic process,17/1296,110/18888,0.0013138564099359,0.0128678583381644,0.00933468142050371,LDHA/HK2/GALK1/PKM/AK4/ALDOA/GAPDH/IGF1/BAD/PFKP/SLC4A4/COL6A1/MPP1/DDIT4/CASK/ZBTB20/NT5E,17
